Number of Vehicles in Lane 1,Number of Vehicles in Lane 2,Number of Vehicles in Lane 3,Number of Vehicles in Lane 4,Lane 1 Traffic Flow,Lane 2 Traffic Flow,Lane 3 Traffic Flow,Lane 4 Traffic Flow,Lane 1 On Time,Lane 2 On Time,Lane 3 On Time,Lane 4 On Time,Lane 1 Saturation Flow,Lane 2 Saturation Flow,Lane 3 Saturation Flow,Lane 4 Saturation Flow,Lane 1 Flow Ratio,Lane 2 Flow Ratio,Lane 3 Flow Ratio,Lane 4 Flow Ratio,Total Flow Ratio,Optimum Cycle Time,Width of Lane 1,Width of Lane 2,Width of Lane 3,Width of Lane 4,Intergreen Period,Amber Period,Number of Phases,Initial Delay,Minimum On Time,Maximum Cycle Time,Total Time Lost
4,32,24,2,5.5,38.65,33.0,2.75,10.0,19.0,16.0,10.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.2147222222222222,0.18333333333333332,0.015277777777777777,0.44388888888888883,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,19,16,12,3.0,26.75,17.0,25.25,10.0,13.0,10.0,12.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.1486111111111111,0.09444444444444444,0.14027777777777778,0.39999999999999997,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,34,17,38,11.0,45.75,30.5,66.75,10.0,30.0,20.0,44.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.25416666666666665,0.16944444444444445,0.37083333333333335,0.8555555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,27,26,0,0.0,31.83,29.41,0.0,10.0,15.0,14.0,10.0,180.0,180.0,180.0,180.0,0.0,0.17683333333333331,0.1633888888888889,0.0,0.3402222222222222,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,7,25,24,41.5,11.0,36.0,29.0,25.0,10.0,21.0,17.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.06111111111111111,0.2,0.16111111111111112,0.6527777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,2,18,38,41.5,2.75,21.25,66.75,30.0,10.0,15.0,48.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.015277777777777777,0.11805555555555555,0.37083333333333335,0.7347222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,24,16,16,28.75,38.0,24.75,20.5,16.0,22.0,14.0,12.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.2111111111111111,0.1375,0.11388888888888889,0.6222222222222222,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,4,1,37,31.83,4.0,1.0,50.33,17.0,10.0,10.0,27.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.022222222222222223,0.005555555555555556,0.2796111111111111,0.4842222222222222,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,4,12,34,21.25,4.0,19.5,45.75,10.0,10.0,11.0,23.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.022222222222222223,0.10833333333333334,0.25416666666666665,0.5027777777777778,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,16,31,33,0.0,23.0,44.5,46.5,10.0,13.0,25.0,26.0,180.0,180.0,180.0,180.0,0.0,0.12777777777777777,0.24722222222222223,0.25833333333333336,0.6333333333333333,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,0,42,42,44.5,0.0,65.0,56.5,25.0,10.0,37.0,32.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.0,0.3611111111111111,0.3138888888888889,0.9222222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,31,0,16,38.0,44.5,0.0,20.5,20.0,23.0,10.0,13.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.24722222222222223,0.0,0.11388888888888889,0.5722222222222223,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,18,0,7,41.25,28.75,0.0,11.0,21.0,14.0,10.0,10.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.1597222222222222,0.0,0.06111111111111111,0.44999999999999996,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,10,12,19,0.0,14.25,25.25,26.75,10.0,10.0,14.0,15.0,180.0,180.0,180.0,180.0,0.0,0.07916666666666666,0.14027777777777778,0.1486111111111111,0.3680555555555556,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,0,24,24,28.75,0.0,38.0,33.0,16.0,10.0,21.0,18.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.0,0.2111111111111111,0.18333333333333332,0.5541666666666667,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,21,12,0,0.0,28.0,25.25,0.0,10.0,15.0,14.0,10.0,180.0,180.0,180.0,180.0,0.0,0.15555555555555556,0.14027777777777778,0.0,0.29583333333333334,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,0,12,17,16.25,0.0,19.5,30.5,10.0,10.0,14.0,17.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.0,0.10833333333333334,0.16944444444444445,0.3680555555555556,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,25,38,5,11.0,42.5,51.25,10.5,10.0,27.0,32.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.2361111111111111,0.2847222222222222,0.058333333333333334,0.6402777777777777,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,30,4,10,53.25,33.5,5.5,14.25,31.0,19.0,10.0,10.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.18611111111111112,0.030555555555555555,0.07916666666666666,0.5916666666666666,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,7,38,37,4.0,11.0,66.75,50.33,10.0,10.0,48.0,36.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.06111111111111111,0.37083333333333335,0.2796111111111111,0.7337777777777778,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,32,16,30,10.5,38.65,24.75,33.5,10.0,22.0,14.0,19.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.2147222222222222,0.1375,0.18611111111111112,0.5966666666666667,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,29,24,26,26.75,41.25,33.0,41.5,20.0,30.0,24.0,30.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.22916666666666666,0.18333333333333332,0.23055555555555557,0.7916666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,24,14,2,42.33,38.0,16.25,2.75,23.0,20.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23516666666666666,0.2111111111111111,0.09027777777777778,0.015277777777777777,0.5518333333333333,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,12,4,12,46.5,25.25,4.0,19.5,25.0,13.0,10.0,12.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.14027777777777778,0.022222222222222223,0.10833333333333334,0.5291666666666667,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,9,12,19,0.0,12.5,14.25,26.75,10.0,10.0,11.0,17.0,180.0,180.0,180.0,180.0,0.0,0.06944444444444445,0.07916666666666666,0.1486111111111111,0.2972222222222222,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,14,12,17,28.75,22.25,19.5,26.5,15.0,11.0,10.0,13.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.12361111111111112,0.10833333333333334,0.14722222222222223,0.5388888888888889,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,17,42,34,42.5,30.5,65.0,45.75,24.0,17.0,37.0,26.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.16944444444444445,0.3611111111111111,0.25416666666666665,1.0208333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,30,24,9,0.0,43.75,26.5,12.5,10.0,22.0,13.0,10.0,180.0,180.0,180.0,180.0,0.0,0.24305555555555555,0.14722222222222223,0.06944444444444445,0.45972222222222225,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,16,37,0,5.5,17.0,50.33,0.0,10.0,10.0,26.0,10.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.09444444444444444,0.2796111111111111,0.0,0.4046111111111111,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,3,24,34,33.0,3.0,29.0,45.75,20.0,10.0,17.0,27.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.016666666666666666,0.16111111111111112,0.25416666666666665,0.6152777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,9,25,27,26.5,12.5,36.0,34.25,14.0,10.0,20.0,19.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.06944444444444445,0.2,0.19027777777777777,0.6069444444444445,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,30,12,22,31.83,43.75,25.25,32.58,24.0,32.0,19.0,24.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.24305555555555555,0.14027777777777778,0.181,0.7411666666666668,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,24,12,7,28.0,26.5,25.25,11.0,14.0,13.0,12.0,10.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.14722222222222223,0.14027777777777778,0.06111111111111111,0.5041666666666667,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,0,0,24,51.25,0.0,0.0,29.0,25.0,10.0,10.0,14.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.0,0.0,0.16111111111111112,0.4458333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,0,31,16,19.5,0.0,44.5,20.5,10.0,10.0,23.0,12.0,180.0,180.0,180.0,180.0,0.10833333333333334,0.0,0.24722222222222223,0.11388888888888889,0.46944444444444444,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,42,12,3,33.0,56.5,25.25,2.0,20.0,34.0,15.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.3138888888888889,0.14027777777777778,0.011111111111111112,0.648611111111111,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,17,9,25,2.0,30.5,12.5,42.5,10.0,17.0,10.0,23.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.16944444444444445,0.06944444444444445,0.2361111111111111,0.4861111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,12,33,30,53.25,14.25,46.5,43.75,35.0,10.0,30.0,29.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.07916666666666666,0.25833333333333336,0.24305555555555555,0.8763888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,0,33,34,41.25,0.0,46.5,45.75,29.0,10.0,33.0,32.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.0,0.25833333333333336,0.25416666666666665,0.7416666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,3,26,16,30.5,2.0,41.5,23.0,16.0,10.0,21.0,14.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.011111111111111112,0.23055555555555557,0.12777777777777777,0.5388888888888889,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,16,16,30,30.5,24.75,23.0,43.75,20.0,16.0,15.0,28.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.1375,0.12777777777777777,0.24305555555555555,0.6777777777777778,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,30,4,9,56.5,43.75,4.0,12.5,33.0,26.0,10.0,10.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.24305555555555555,0.022222222222222223,0.06944444444444445,0.6486111111111111,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,14,10,12,4.0,22.25,14.25,25.25,10.0,14.0,10.0,13.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.12361111111111112,0.07916666666666666,0.14027777777777778,0.3652777777777778,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,4,22,2,22.25,5.5,32.58,2.75,10.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.030555555555555555,0.181,0.015277777777777777,0.35044444444444445,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,1,9,24,5.5,0.33,12.5,33.0,10.0,10.0,11.0,21.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.0018333333333333335,0.06944444444444445,0.18333333333333332,0.2851666666666667,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,42,10,24,22.25,65.0,14.25,38.0,17.0,48.0,11.0,28.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.3611111111111111,0.07916666666666666,0.2111111111111111,0.775,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,31,4,1,2.75,44.5,5.5,0.33,10.0,25.0,10.0,10.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.24722222222222223,0.030555555555555555,0.0018333333333333335,0.2948888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,9,17,7,29.41,12.5,26.5,11.0,14.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.1633888888888889,0.06944444444444445,0.14722222222222223,0.06111111111111111,0.4411666666666667,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,31,33,9,65.0,44.5,46.5,10.75,39.0,27.0,28.0,10.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.24722222222222223,0.25833333333333336,0.059722222222222225,0.9263888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,38,30,21,0.0,66.75,33.5,28.0,10.0,46.0,23.0,19.0,180.0,180.0,180.0,180.0,0.0,0.37083333333333335,0.18611111111111112,0.15555555555555556,0.7125,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,12,3,25,43.75,25.25,2.0,42.5,25.0,14.0,10.0,24.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.14027777777777778,0.011111111111111112,0.2361111111111111,0.6305555555555555,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,2,1,3,41.5,2.75,1.0,3.0,21.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.015277777777777777,0.005555555555555556,0.016666666666666666,0.26805555555555555,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,19,27,24,10.75,26.75,34.25,26.5,10.0,13.0,17.0,13.0,180.0,180.0,180.0,180.0,0.059722222222222225,0.1486111111111111,0.19027777777777777,0.14722222222222223,0.5458333333333334,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,0,38,12,4.0,0.0,66.75,19.5,10.0,10.0,34.0,13.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.0,0.37083333333333335,0.10833333333333334,0.5013888888888889,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,25,30,34,23.0,37.25,43.75,45.75,16.0,26.0,30.0,32.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.20694444444444443,0.24305555555555555,0.25416666666666665,0.8319444444444444,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,26,14,9,26.5,41.5,22.25,12.5,14.0,23.0,12.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.23055555555555557,0.12361111111111112,0.06944444444444445,0.5708333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,19,14,4,34.25,26.75,22.25,4.0,18.0,13.0,11.0,10.0,180.0,180.0,180.0,180.0,0.19027777777777777,0.1486111111111111,0.12361111111111112,0.022222222222222223,0.4847222222222222,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,42,14,4,28.0,65.0,22.25,5.5,18.0,41.0,14.0,10.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.3611111111111111,0.12361111111111112,0.030555555555555555,0.6708333333333333,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,3,17,21,2.75,3.0,26.5,28.0,10.0,10.0,14.0,15.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.016666666666666666,0.14722222222222223,0.15555555555555556,0.33472222222222225,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
10,0,0,17,14.25,0.0,0.0,26.5,10.0,10.0,10.0,18.0,180.0,180.0,180.0,180.0,0.07916666666666666,0.0,0.0,0.14722222222222223,0.2263888888888889,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,16,38,3,25.25,24.75,66.75,2.0,16.0,16.0,42.0,10.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.1375,0.37083333333333335,0.011111111111111112,0.6597222222222222,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,31,25,24,50.33,44.5,37.25,26.5,33.0,29.0,24.0,17.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.24722222222222223,0.20694444444444443,0.14722222222222223,0.8809999999999999,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,14,25,26,11.0,22.25,42.5,41.5,10.0,14.0,25.0,25.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.12361111111111112,0.2361111111111111,0.23055555555555557,0.6513888888888889,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,0,0,5,33.0,0.0,0.0,10.5,18.0,10.0,10.0,11.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.0,0.0,0.058333333333333334,0.24166666666666664,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,12,18,29,44.5,25.25,28.75,41.25,33.0,19.0,21.0,31.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.14027777777777778,0.1597222222222222,0.22916666666666666,0.7763888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,0,37,22,31.83,0.0,53.25,32.58,19.0,10.0,31.0,19.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.0,0.29583333333333334,0.181,0.6536666666666666,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,24,30,21,0.0,26.5,43.75,28.0,10.0,13.0,22.0,14.0,180.0,180.0,180.0,180.0,0.0,0.14722222222222223,0.24305555555555555,0.15555555555555556,0.5458333333333334,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,26,9,24,38.0,41.5,10.75,33.0,25.0,27.0,10.0,22.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.23055555555555557,0.059722222222222225,0.18333333333333332,0.6847222222222222,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,17,16,25,43.75,26.5,23.0,37.25,32.0,19.0,17.0,27.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.14722222222222223,0.12777777777777777,0.20694444444444443,0.7249999999999999,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,16,21,24,28.75,23.0,28.0,38.0,17.0,13.0,16.0,22.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.12777777777777777,0.15555555555555556,0.2111111111111111,0.6541666666666667,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,7,19,1,46.5,11.0,26.75,0.33,21.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.06111111111111111,0.1486111111111111,0.0018333333333333335,0.4698888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,10,26,0,20.5,14.25,29.41,0.0,11.0,10.0,17.0,10.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.07916666666666666,0.1633888888888889,0.0,0.35644444444444445,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,24,30,9,28.75,29.0,43.75,12.5,17.0,17.0,25.0,10.0,180.0,180.0,180.0,180.0,0.1597222222222222,0.16111111111111112,0.24305555555555555,0.06944444444444445,0.6333333333333333,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,26,24,2,0.0,41.5,32.25,2.75,10.0,22.0,17.0,10.0,180.0,180.0,180.0,180.0,0.0,0.23055555555555557,0.17916666666666667,0.015277777777777777,0.425,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,16,0,30,28.0,17.0,0.0,33.5,14.0,10.0,10.0,18.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.09444444444444444,0.0,0.18611111111111112,0.4361111111111111,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,5,19,4,28.0,10.5,26.75,5.5,13.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.058333333333333334,0.1486111111111111,0.030555555555555555,0.3930555555555556,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,24,24,7,4.0,32.25,29.0,11.0,10.0,18.0,16.0,10.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.17916666666666667,0.16111111111111112,0.06111111111111111,0.42361111111111116,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,19,27,27,2.0,26.75,34.25,42.33,10.0,14.0,18.0,22.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.1486111111111111,0.19027777777777777,0.23516666666666666,0.5851666666666666,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,25,9,34,41.5,37.25,12.5,45.75,31.0,28.0,10.0,34.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.20694444444444443,0.06944444444444445,0.25416666666666665,0.7611111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,21,25,17,38.65,28.0,36.0,26.5,27.0,19.0,25.0,18.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.15555555555555556,0.2,0.14722222222222223,0.7175,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,25,24,34,25.25,37.25,26.5,45.75,19.0,29.0,20.0,35.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.20694444444444443,0.14722222222222223,0.25416666666666665,0.7486111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,25,31,27,34.25,42.5,44.5,42.33,22.0,27.0,28.0,27.0,180.0,180.0,180.0,180.0,0.19027777777777777,0.2361111111111111,0.24722222222222223,0.23516666666666666,0.9087777777777778,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,7,19,12,32.25,11.0,26.75,25.25,17.0,10.0,14.0,14.0,180.0,180.0,180.0,180.0,0.17916666666666667,0.06111111111111111,0.1486111111111111,0.14027777777777778,0.5291666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,27,37,12,41.5,42.33,53.25,14.25,29.0,29.0,37.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.23516666666666666,0.29583333333333334,0.07916666666666666,0.8407222222222221,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,38,12,26,23.0,66.75,19.5,41.5,16.0,46.0,13.0,29.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.37083333333333335,0.10833333333333334,0.23055555555555557,0.8375000000000001,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,0,9,38,0.0,0.0,12.5,66.75,10.0,10.0,10.0,36.0,180.0,180.0,180.0,180.0,0.0,0.0,0.06944444444444445,0.37083333333333335,0.44027777777777777,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,18,9,30,38.0,21.25,10.75,33.5,20.0,11.0,10.0,18.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.11805555555555555,0.059722222222222225,0.18611111111111112,0.575,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,2,24,3,33.0,2.75,33.0,2.0,17.0,10.0,17.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.015277777777777777,0.18333333333333332,0.011111111111111112,0.39305555555555555,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,29,9,0,41.5,41.25,10.75,0.0,22.0,22.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.22916666666666666,0.059722222222222225,0.0,0.5194444444444445,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,0,24,17,17.0,0.0,32.25,30.5,10.0,10.0,17.0,16.0,180.0,180.0,180.0,180.0,0.09444444444444444,0.0,0.17916666666666667,0.16944444444444445,0.4430555555555556,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,1,24,24,45.75,1.0,33.0,38.0,27.0,10.0,20.0,23.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.005555555555555556,0.18333333333333332,0.2111111111111111,0.6541666666666667,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,7,25,16,66.75,11.0,42.5,23.0,48.0,10.0,30.0,16.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.06111111111111111,0.2361111111111111,0.12777777777777777,0.7958333333333334,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
